url,role,topic,region_scope,region_value,has_map,geo_evidence,geo_source_hint,merchant_scope,notes,last_checked_yyyy_mm_dd,status,priority
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/bieneeeneficios-que-te-vienen-bien---bancoestado-personas/ansaldo---bancoestado--bieeeneficios-que-te-vienen-bien.html,detail,retail,regional,RM,no,text,texto “Ansaldo”,sucursal,Descuento 40% martes y miércoles,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/beneficios-cliente-convenio-bancoestado---bancoestado-personas.html,subcategory,general,nacional,,no,none,,cadena,Portal Beneficios Cliente Convenio,2025-10-12,active,high,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/beneficios-cliente-convenio-bancoestado---bancoestado-personas/3-o-6-cuotas-sin-interes-en-todos-los-convenios---bancoestado.html,detail,financiero,nacional,,no,none,,cadena,Promoción 3 o 6 cuotas sin interés,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/tarjetas-de-credito.html,subcategory,financiero,nacional,,no,none,,cadena,Sección tarjetas de crédito,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/bieneeeneficios-que-te-vienen-bien---bancoestado-personas/nike---bancoestado-bieeeneficios-que-te-vienen-bien.html,detail,retail,nacional,,no,none,,cadena,Descuento Nike Online,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/mayo-un-mes-de-sabores---bancoestado-personas.html,campaign,gastronomia,nacional,,no,none,,cadena,Campaña Mayo Mes de Sabores,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/con-bancoestado-la-musica-es-para-todo-el-ano---bancoestado-pers.html,campaign,entretenimiento,nacional,,no,none,,cadena,Campaña La Música es para todo el año,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/todosuma---bancoestado-personas/con-bancoestado-la-entretencion-es-para-todo-el-ano---bancoestado-pers.html,campaign,entretenimiento,nacional,,no,none,,cadena,Campaña La Entretención es para todo el año,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/aprovecha-un-33--de-devolucion-en-tus-compras-en-google-play---b.html,campaign,tecnologia,nacional,,no,none,,cadena,Campaña 33% devolución en Google Play,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/belsport---bancoestado--bieneeeneficios-que-te-vienen-bien.html,detail,retail,nacional,,no,none,,cadena,Descuento Belsport,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/en-este-cyber--tus-ganas-de-viajar-despegan---beneficios-bancoes.html,campaign,viajes,nacional,,no,none,,cadena,Campaña Cyber Viajes BancoEstado,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/todosuma---bancoestado-personas/un-mes-de-sabores---bancoestado-personas.html,campaign,gastronomia,nacional,,no,none,,cadena,Campaña Un Mes de Sabores,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/todosuma---bancoestado-personas/alianza-jetsmart-todosuma-bancoestado.html,detail,viajes,nacional,,no,none,,cadena,Alianza JetSMART Todosuma,2025-10-12,active,medium,
https://jetsmart.com/cl/es/minisitios/clientesbancoestado,detail,viajes,nacional,,no,none,,cadena,Beneficios JetSMART para clientes BancoEstado,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/prevenir-hoy--puede-cambiar-tu-historia---bancoestado-personas.html,campaign,salud,nacional,,no,none,,cadena,Campaña Prevenir hoy puede cambiar tu historia,2025-10-12,active,low,
https://www.bancoestado.cl/content/dam/bancoestado-public/pdf/bases-y-concursos/2025/cashback-20mil-desafio-compra-cuentarut.pdf,document,financiero,nacional,,no,none,,cadena,Documento PDF Cashback $20.000 CuentaRUT,2025-10-12,active,medium,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/sumate-a-la-colecta-techo-2025---bancoestado-personas.html,campaign,responsabilidad_social,nacional,,no,none,,cadena,Campaña Colecta TECHO 2025,2025-10-12,active,low,
https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/campanas-bancoestado---bancoestado-personas/2025/premio-emprende---bancoestado-personas.html,campaign,emprendimiento,nacional,,no,none,,cadena,Premio Emprende 2025,2025-10-12,active,medium,
